question,choices,answerKey
Which human trait is most likely inherited from a parent?,"{'text': ['learning to ride a bike', 'holding a spoon', 'reading a book', 'height'], 'label': ['A', 'B', 'C', 'D']}",D
Foam weather stripping is often placed in the frames of doors and windows in a home. What is the purpose of this weather stripping?,"{'text': ['The weather stripping increases heat transfer by radiation.', 'Heat is conducted quickly through the weather stripping.', 'The weather stripping reduces heat loss due to convection.', 'Heat can transfer through the weather stripping due to reflection.'], 'label': ['A', 'B', 'C', 'D']}",C
The items listed below were found in a science classroom. * a heart made of plastic with many of its parts labeled * clay formed to look like Earth and other planets * a giant plastic plant cell with removable cell parts These items are all examples of,"{'text': ['models', 'experiments', 'variables', 'controls'], 'label': ['1', '2', '3', '4']}",1
"For a technology project, Kyle came up with an idea to build a model bridge. He wants his bridge to span 50 cm and to support a 1 kg object. According to the engineering design process, which of the following should be Kyle's next step?","{'text': ['construct prototypes of different kinds of bridges', 'research the different designs of bridges', 'gather the materials needed to build the bridge', 'make a drawing to show how to build the bridge'], 'label': ['A', 'B', 'C', 'D']}",B
Light travels fastest through which of the following?,"{'text': ['air', 'glass', 'water', 'a vacuum'], 'label': ['A', 'B', 'C', 'D']}",D
Different systems of the human body perform different functions. Which system takes oxygen from the air to be moved by the circulatory system?,"{'text': ['the respiratory system', 'the digestive system', 'the nervous system', 'the skeletal system'], 'label': ['A', 'B', 'C', 'D']}",A
A solar cell turns sunlight into another form of energy. A solar cell is most like what natural structure?,"{'text': [""an elephant's ears"", ""a plant's leaves"", ""a deer's hooves"", ""a tree's roots""], 'label': ['A', 'B', 'C', 'D']}",B
"The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?","{'text': ['the rotation of Earth on its axis', 'the revolution of the Sun around Earth', 'the Earth’s distance from the Sun', 'the properties of Earth’s atmosphere'], 'label': ['A', 'B', 'C', 'D']}",A
What causes a blue block to appear blue in the sunlight?,"{'text': ['The block absorbs all blue light.', 'The block bends (refracts) all blue light.', 'Only blue light is reflected by the block.', 'Only blue light passes through the block.'], 'label': ['A', 'B', 'C', 'D']}",C
A student determined the density of different bars of soap. Which should the student most likely do to check the accuracy of the results?,"{'text': ['complete the experiment in one day', 'test multiple brands of soap', 'record data in metric units', 'repeat the experiment'], 'label': ['A', 'B', 'C', 'D']}",D
"Which method below would be the best way to determine if an egg, plastic foam, a piece of wood, or a candle would float on water?","{'text': ['observing each object in water', 'measuring the size of each object', 'calculating the weight of the objects', 'comparing the shapes of the objects'], 'label': ['A', 'B', 'C', 'D']}",A
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?,"{'text': ['tilt of Earth on its axis', 'rotation of Earth on its axis', 'revolution of Earth around the Sun', 'revolution of the Moon around Earth'], 'label': ['A', 'B', 'C', 'D']}",A
A scientist needs to take a picture of the well-ordered arrangements of the atoms and molecules within a substance. Which of the following instruments would be best for the scientist to use?,"{'text': ['a laser light with holograph.', 'a seismograph.', 'an electron microscope.', 'a stereoscope.'], 'label': ['A', 'B', 'C', 'D']}",C
Gold atoms can be identified based on the number of which subatomic particles?,"{'text': ['neutrons', 'electrons', 'nuclei', 'protons'], 'label': ['A', 'B', 'C', 'D']}",D
Which is needed for both boiling and melting to occur?,"{'text': ['solids', 'gases', 'heat', 'pressure'], 'label': ['A', 'B', 'C', 'D']}",C
Which of the following is an example of genetic engineering?,"{'text': ['Growing a whole plant from a single cell.', 'Finding the sequences of bases in plant DNA.', 'Inserting a gene into plants that makes them resistant to insects.', 'Attaching the root of one type of plant to the stem of another type of plant.'], 'label': ['A', 'B', 'C', 'D']}",C
Which of the following is an example of a container that is filled with a pure substance rather than with a mixture?,"{'text': ['a tire filled with air', 'a jar filled with salt water', 'a balloon filled with helium', 'a glass filled with chocolate milk'], 'label': ['A', 'B', 'C', 'D']}",C
Which best describes the role of the esophagus in digestion?,"{'text': ['It releases acid and mixes food.', 'It aids in absorption of nutrients from food.', 'It carries food from the mouth to the stomach.', 'It carries food from the stomach to the intestines.'], 'label': ['A', 'B', 'C', 'D']}",C
Which change is most likely caused by a thunderstorm?,"{'text': ['a glacier moving', 'a stream flooding', 'a volcano erupting', 'a mountain forming'], 'label': ['A', 'B', 'C', 'D']}",B
Which is an example of an organism that has been selectively bred for a particular genetic trait?,"{'text': ['cats that eat mice', 'cows that graze on grass', 'pigs that form large herds', 'chickens that lay large eggs'], 'label': ['A', 'B', 'C', 'D']}",D
"Which of these can be described as a system of stars, gases, dust, and other matter that orbits a common center of gravity?","{'text': ['an asteroid', 'a galaxy', 'a nebula', 'a comet'], 'label': ['A', 'B', 'C', 'D']}",B
"The Florida Bog Frog (Lithobates okaloosae) inhabits shallow stream overflows in three counties in Florida. With such a small geographic habitat, any change in the frog's environment could cause drastic changes in the population. Which would most likely affect the frog population if acid rain changed the pH of the water?","{'text': ['Prey insects would become inedible.', 'Tadpoles would be unable to survive.', 'Breeding sites would become unavailable.', 'Predators would choose another food source.'], 'label': ['A', 'B', 'C', 'D']}",B
Which function do kidneys provide to maintain homeostasis?,"{'text': ['the removal of excess heat from the body', 'the removal of carbon dioxide from the body', 'the removal of excess oxygen from the blood', 'the removal of nitrogenous wastes from the blood'], 'label': ['A', 'B', 'C', 'D']}",D
"While running, leg muscles work to move leg bones, and the skin helps to","{'text': ['regulate body temperature.', 'sense small changes in the heart rate.', 'transport nutrients to muscles.', 'maintain oxygen levels in the blood.'], 'label': ['A', 'B', 'C', 'D']}",A
"Rolanda is growing tomato plants in her garden. She has created a compost pile and has been adding compost around her tomato plants to help fertilize them. Compost is solid waste in which organic material is broken down by microorganisms in the presence of oxygen to where it can be safely stored, handled, and applied to the environment. On what does Rolanda primarily rely in order for composting to work?","{'text': ['producers', 'consumers', 'scavengers', 'decomposers'], 'label': ['A', 'B', 'C', 'D']}",D
"Some students were on a tour exploring the inside of a cave. While the students were in the cave, they realized they heard an echo every time that they spoke. Which most likely caused the echo to occur?","{'text': ['the accumulation of the sound waves', 'the diffraction of the sound waves', 'the refraction of the sound waves', 'the reflection of the sound waves'], 'label': ['A', 'B', 'C', 'D']}",D
A scientist uses angstrom units to measure the distance between two points. The scientist is most likely measuring the distance between two,"{'text': ['atoms.', 'cities.', 'continents.', 'stars.'], 'label': ['A', 'B', 'C', 'D']}",A
"Based on the evidence available at the time, early models of the solar system stated that all objects in space orbited Earth. In the 16th century, an astronomer reevaluated the evidence and proposed a model of the solar system that is still in use. What part of this model corrected the mistake in previous solar system models?","{'text': ['The Sun is at the center of this model.', 'Earth is the largest object in this model.', 'This model contains more than one star.', 'This model shows that Earth is stationary.'], 'label': ['A', 'B', 'C', 'D']}",A
The hormone insulin is secreted by the pancreas. Which activity is most likely to trigger an increase in the levels of insulin circulating in the blood?,"{'text': ['driving', 'eating', 'jogging', 'sleeping'], 'label': ['A', 'B', 'C', 'D']}",B
"In gym class a student kicks a soccer ball high into the air. As the ball goes upward, which type of energy is increasing?","{'text': ['kinetic energy', 'thermal energy', 'potential energy', 'mechanical energy'], 'label': ['A', 'B', 'C', 'D']}",C
Which best describes the orbit of the Moon around Earth?,"{'text': ['circular with a period of about one month', 'circular with a period of about one week', 'elliptical with a period of about one month', 'elliptical with a period of about one week'], 'label': ['A', 'B', 'C', 'D']}",C
"In any physical or chemical process, what two quantities are always conserved?","{'text': ['matter and total energy', 'light and acoustic energy', 'density and thermal energy', 'gravity and potential energy'], 'label': ['A', 'B', 'C', 'D']}",A
The nucleus of MOST atoms consists of,"{'text': ['neutrons only', 'protons and neutrons', 'protons and electrons', 'neutrons and electrons'], 'label': ['A', 'B', 'C', 'D']}",B
The complete removal of decomposers from an ecosystem will have the greatest effect on which of the following?,"{'text': ['the spread of disease', 'the availability of water', 'the recycling of nutrients', 'the distribution of organisms'], 'label': ['A', 'B', 'C', 'D']}",C
"In an accurate diagram of the solar system, which object would be shown closest to Earth?","{'text': ['the Moon', 'the asteroid belt', 'Mars', 'Saturn'], 'label': ['A', 'B', 'C', 'D']}",A
